id（企业代码）,区,企业性质（精简）,企业规模,企业性质,国家,省份,区域,法人代表实名认证,所属行业,供应商交付超期风险,供应质量风险,授信回款风险,工商变更信息,法院公告信息,CA办理情况
39300,安徽/马鞍山市/其他,服务型用户,小型企业,服务型,,安徽,华东,法人代表已实名认证,建筑工程,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,已办理CA
39303,,服务型用户,小型企业,服务型,CHN,河北,北方,法人代表未实名认证,工程和技术研究和试验发展,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
39304,安徽/马鞍山市/当涂县,服务型用户,微型企业,服务型,CHN,安徽,华东,法人代表已实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
39305,江苏/泰州市/靖江市,制造型用户,中型企业,制造型,CHN,江苏,华东,法人代表未实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
39308,湖北/武汉市/黄陂区,制造型用户,小型企业,制造型,,湖北,华中,法人代表已实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
39311,,制造型用户,小型企业,制造型,CHN,山东,北方,法人代表未实名认证,其他化工产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
39312,安徽/马鞍山市/当涂县,服务型用户,小型企业,服务型,CHN,安徽,华东,法人代表已实名认证,其他建筑安装,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
39316,,服务型用户,超大型企业,服务型,CHN,江苏,华东,法人代表未实名认证,计算机、通信和其他电子设备制造业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
39335,河北//,服务型用户,小型企业,服务型,CHN,河北,北方,法人代表未实名认证,其他未列明专业技术服务业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
39336,浙江/台州市/椒江区,制造型用户,超大型企业,生产加工型,CHN,浙江,华东,法人代表未实名认证,机械零部件加工,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
39339,上海/上海/其他,贸易型用户,小型企业,贸易型,CHN,上海,华东,法人代表未实名认证,五金零售,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
39340,,,大型企业,,CHN,湖北,华中,法人代表未实名认证,工程和技术研究和试验发展,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,已办理CA
39346,,制造型用户,微型企业,生产加工型,CHN,河北,北方,法人代表未实名认证,其他煤炭采选,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
39349,,制造型用户,小型企业,制造型,CHN,河北,北方,法人代表未实名认证,机械零部件加工,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
39367,,服务型用户,超大型企业,服务型,CHN,江苏,华东,法人代表未实名认证,房屋建筑业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数高,未办理CA
39371,,制造型用户,超大型企业,制造型,CHN,湖北,华中,法人代表未实名认证,铁合金冶炼,年交付未超期,无pscs质量异议发生,授信超期风险中,工商变更频次高,法院公告数高,未办理CA
39378,新疆//,制造型用户,中型企业,制造型,CHN,新疆,西部,法人代表未实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
39387,北京//平谷区,制造型用户,超大型企业,生产加工型,CHN,北京,北方,法人代表未实名认证,其他科技推广服务业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,法院公告数低,未办理CA
39394,,制造型用户,超大型企业,制造型,CHN,山西,北方,法人代表未实名认证,铸造机械制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
39397,浙江/宁波市/海曙区,贸易型用户,小型企业,贸易型,CHN,浙江,华东,法人代表未实名认证,翻译服务,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,已办理CA
39400,湖北/武汉市/洪山区,贸易型用户,中型企业,贸易型,CHN,湖北,华中,法人代表已实名认证,医药生物,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
39424,,贸易型用户,微型企业,贸易型,CHN,河北,北方,法人代表未实名认证,五金零售,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
39432,安徽/马鞍山市/雨山区,制造型用户,小型企业,生产加工型,CHN,安徽,华东,法人代表未实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
39471,湖北/武汉市/青山区,制造型用户,中型企业,制造型,CHN,湖北,华中,法人代表未实名认证,其他未列明通用设备制造业,年交付未超期,,授信超期风险低,工商变更频次高,无法院公告,已办理CA
39472,湖北/鄂州市/其他,贸易型用户,小型企业,产品代理型,CHN,湖北,华中,法人代表未实名认证,其他未列明信息技术服务业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
39512,湖北/孝感市/孝南区,贸易型用户,小型企业,贸易型,CHN,湖北,华中,法人代表未实名认证,交通及公共管理用金属标牌制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
39517,,贸易型用户,小型企业,贸易型,CHN,湖北,华中,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
39528,上海/上海/其他,贸易型用户,小型企业,贸易型,CHN,上海,华东,法人代表已实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
39530,山东/青岛市/即墨市,制造型用户,中型企业,制造型,CHN,山东,北方,法人代表未实名认证,金属结构制造,年交付未超期,无pscs质量异议发生,授信超期风险中,工商变更频次低,无法院公告,未办理CA
39534,安徽/马鞍山市/其他,制造型用户,小型企业,生产加工型,CHN,安徽,华东,法人代表未实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,已办理CA
39538,云南/昆明市/盘龙区,贸易型用户,小型企业,产品代理型,,云南,西部,法人代表已实名认证,信息系统集成和物联网技术服务,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
39554,,服务型用户,小型企业,服务型,CHN,辽宁,东北,法人代表未实名认证,其他技术推广服务,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
39563,山东/烟台市/蓬莱区,制造型用户,大型企业,制造型,,山东,北方,法人代表已实名认证,其他,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,已办理CA
39565,,,微型企业,,CHN,山西,北方,法人代表未实名认证,创业空间服务,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
39570,安徽/铜陵市/,制造型用户,小型企业,制造型,CHN,安徽,,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
39576,,服务型用户,小型企业,服务型,CHN,湖北,华中,法人代表未实名认证,房地产开发经营,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
39579,贵州/贵阳市/南明区,,微型企业,,CHN,贵州,西部,法人代表未实名认证,电子电器,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
39611,安徽/滁州市/天长市,制造型用户,小型企业,制造型,CHN,安徽,华东,法人代表未实名认证,仪器仪表,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
39618,新疆/乌鲁木齐市/头屯河区,服务型用户,小型企业,服务型,CHN,新疆,西部,法人代表未实名认证,管道工程建筑,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,已办理CA
39630,山西/太原市/尖草坪区,服务型用户,中型企业,服务型,CHN,山西,北方,法人代表未实名认证,其他机械和设备修理业,年交付未超期,无pscs质量异议发生,授信超期风险中,工商变更频次高,无法院公告,已办理CA
39641,,制造型用户,小型企业,制造型,CHN,安徽,华东,法人代表未实名认证,锻件及粉末冶金制品制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
39653,江苏/镇江市/其他,制造型用户,超大型企业,制造型,CHN,江苏,华东,法人代表已实名认证,机织服装制造,年交付超期率高,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
39658,安徽/马鞍山市/花山区,贸易型用户,微型企业,贸易型,CHN,安徽,华东,法人代表未实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
39663,山东/济宁市/微山县,制造型用户,小型企业,制造型,CHN,山东,北方,法人代表未实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
39665,,贸易型用户,微型企业,产品代理型,CHN,新疆,西部,法人代表未实名认证,其他通用设备制造业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
39684,上海/上海/金山区,,小型企业,,CHN,上海,华东,法人代表已实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
39696,,,中型企业,,CHN,辽宁,东北,法人代表未实名认证,机械零部件加工,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
39697,云南/昆明市/安宁市,贸易型用户,小型企业,贸易型,CHN,云南,西部,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
39705,,制造型用户,小型企业,制造型,CHN,河北,北方,法人代表未实名认证,其他未列明专业技术服务业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
39706,河南/新乡市/长垣市,制造型用户,超大型企业,制造型,CHN,河南,华中,法人代表未实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险中,工商变更频次高,法院公告数高,已办理CA
39709,江苏/常州市/新北区,制造型用户,小型企业,制造型,CHN,江苏,华东,法人代表已实名认证,金属结构制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
39714,山西/太原市/杏花岭区,制造型用户,小型企业,生产加工型,CHN,山西,北方,法人代表未实名认证,其他电子设备制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
39717,安徽/芜湖市/繁昌区,服务型用户,超大型企业,服务型,CHN,安徽,华东,法人代表已实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数高,未办理CA
39729,上海/上海/虹口区,,小型企业,,CHN,上海,华东,法人代表未实名认证,物流运输,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
39731,天津//滨海新区,制造型用户,小型企业,制造型,CHN,天津,北方,法人代表未实名认证,机械零部件加工,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
39747,,制造型用户,小型企业,制造型,CHN,安徽,华东,法人代表未实名认证,水资源专用机械制造,年交付超期率高,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
39754,,制造型用户,大型企业,制造型,CHN,河北,北方,法人代表未实名认证,阀门和旋塞制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
39762,,贸易型用户,微型企业,贸易型,CHN,河北,北方,法人代表未实名认证,金属及金属矿批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
39796,,贸易型用户,小型企业,贸易型,CHN,湖北,华中,法人代表未实名认证,机械设备、五金产品及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
39798,,制造型用户,超大型企业,生产加工型,CHN,江西,华中,法人代表未实名认证,黑色金属冶炼和压延加工业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
39800,,贸易型用户,小型企业,产品代理型,CHN,河北,北方,法人代表未实名认证,其他科技推广服务业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
39808,山东/济南市/槐荫区,制造型用户,大型企业,制造型,CHN,山东,北方,法人代表已实名认证,电子电器,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
39816,安徽/马鞍山市/其他,制造型用户,大型企业,制造型,CHN,安徽,华东,法人代表已实名认证,切削工具制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
39819,山东/泰安市/肥城市,服务型用户,大型企业,服务型,CHN,山东,北方,法人代表未实名认证,其他建筑安装,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数高,未办理CA
39820,,制造型用户,小型企业,生产加工型,CHN,浙江,华东,法人代表未实名认证,其他科技推广服务业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
39826,山西/晋城市/其他,,微型企业,,CHN,山西,北方,法人代表未实名认证,摩托车及零配件批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
39828,,贸易型用户,小型企业,产品代理型,CHN,黑龙江,东北,法人代表未实名认证,工程和技术研究和试验发展,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
39844,,,微型企业,,CHN,河北,北方,法人代表未实名认证,建筑材料生产专用机械制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
39851,山东/泰安市/新泰市,制造型用户,小型企业,制造型,CHN,山东,北方,法人代表未实名认证,水资源专用机械制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
39858,贵州/六盘水市/钟山区,制造型用户,中型企业,制造型,CHN,贵州,西部,法人代表未实名认证,其他非金属矿物制品制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
39861,,贸易型用户,小型企业,贸易型,CHN,湖北,华中,法人代表未实名认证,信息系统集成服务,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
39874,辽宁/沈阳市/其他,制造型用户,微型企业,制造型,CHN,辽宁,东北,法人代表未实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
39891,,贸易型用户,中型企业,贸易型,CHN,河北,北方,法人代表已实名认证,电子电器,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
39903,安徽/马鞍山市/其他,,小型企业,,CHN,安徽,华东,法人代表已实名认证,普通货物道路运输,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
39908,湖北/武汉市/青山区,,小型企业,,CHN,湖北,华中,法人代表未实名认证,机械设备、五金产品及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
39915,江苏/南京市/其他,服务型用户,微型企业,服务型,CHN,江苏,华东,法人代表未实名认证,房屋建筑业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
39919,,制造型用户,超大型企业,制造型,CHN,湖北,华中,法人代表未实名认证,炼铁,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
39928,,,小型企业,,CHN,辽宁,东北,法人代表未实名认证,机械设备、五金产品及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
39937,,,微型企业,,CHN,云南,西部,法人代表未实名认证,其他,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
39976,湖北/黄石市/黄石港区,,小型企业,,,湖北,华中,法人代表已实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
39977,山西/运城市/河津市,贸易型用户,微型企业,贸易型,CHN,山西,北方,法人代表未实名认证,商业贸易,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
39978,,,小型企业,,CHN,浙江,华东,法人代表未实名认证,金属及金属矿批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
39990,江苏/苏州市/张家港市,,小型企业,,CHN,江苏,华东,法人代表未实名认证,商业贸易,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,法院公告数中,未办理CA
39991,上海/上海/嘉定区,制造型用户,超大型企业,制造型,CHN,上海,华东,法人代表未实名认证,专用设备制造业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,法院公告数高,已办理CA
39994,安徽/六安市/霍邱县,,超大型企业,,CHN,安徽,华东,法人代表未实名认证,金属及金属矿批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数高,未办理CA
39998,,制造型用户,大型企业,制造型,CHN,山西,北方,法人代表未实名认证,其他科技推广服务业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
40002,河北/石家庄市/长安区,,中型企业,,CHN,河北,北方,法人代表已实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
40024,上海/上海/宝山区,制造型用户,中型企业,制造型,,上海,华东,法人代表未实名认证,仪器仪表,年交付超期率高,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
40026,江苏/扬州市/其他,制造型用户,中型企业,制造型,CHN,江苏,华东,法人代表已实名认证,采矿、冶金、建筑专用设备制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数高,已办理CA
40030,山西/运城市/稷山县,制造型用户,微型企业,生产加工型,CHN,山西,北方,法人代表已实名认证,石油化工,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
40032,上海/上海/宝山区,贸易型用户,小型企业,贸易型,CHN,上海,华东,法人代表未实名认证,金属及金属矿批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
40038,河北/邯郸市/丛台区,制造型用户,微型企业,制造型,CHN,河北,北方,法人代表未实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
40042,,贸易型用户,中型企业,产品代理型,CHN,河北,北方,法人代表未实名认证,电动机制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
40043,,制造型用户,微型企业,制造型,CHN,新疆,西部,法人代表未实名认证,金属家具制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
40044,,,小型企业,,CHN,山西,北方,法人代表未实名认证,其他电子产品零售,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
40048,湖北//,制造型用户,小型企业,制造型,CHN,湖北,华中,法人代表未实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
40056,河北/石家庄市/井陉矿区,制造型用户,大型企业,制造型,CHN,河北,北方,法人代表已实名认证,泵及真空设备制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,法院公告数中,未办理CA
40075,湖北/鄂州市/鄂城区,贸易型用户,微型企业,贸易型,CHN,湖北,华中,法人代表已实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
40083,安徽/马鞍山市/花山区,服务型用户,微型企业,服务型,CHN,安徽,华东,法人代表已实名认证,其他,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
40085,上海/上海/嘉定区,贸易型用户,小型企业,产品代理型,CHN,上海,华东,法人代表未实名认证,其他未列明专业技术服务业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
40088,湖北/武汉市/青山区,贸易型用户,小型企业,贸易型,CHN,湖北,华中,法人代表未实名认证,机械设备、五金产品及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
40093,,贸易型用户,小型企业,贸易型,CHN,河北,北方,法人代表未实名认证,批发业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
40094,安徽/马鞍山市/花山区,,小型企业,,CHN,安徽,华东,法人代表已实名认证,文具用品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
40096,山西/晋中市/,,中型企业,,CHN,山西,北方,法人代表未实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,已办理CA
40110,,贸易型用户,微型企业,产品代理型,CHN,甘肃,西部,法人代表未实名认证,机械设备、五金产品及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
40111,,服务型用户,微型企业,服务型,CHN,广东,,法人代表未实名认证,其他建筑安装业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
40112,,制造型用户,大型企业,制造型,CHN,浙江,华东,法人代表未实名认证,矿山机械制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
40113,上海/上海/崇明区,制造型用户,小型企业,制造型,CHN,上海,华东,法人代表已实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
40117,上海/上海/嘉定区,服务型用户,小型企业,服务型,CHN,上海,华东,法人代表未实名认证,其他,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
40130,江苏/扬州市/仪征市,制造型用户,小型企业,制造型,CHN,江苏,华东,法人代表未实名认证,金属制品业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
40133,,,微型企业,,CHN,湖北,,法人代表未实名认证,五金产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
40138,云南/昆明市/五华区,服务型用户,小型企业,服务型,CHN,云南,,法人代表未实名认证,其他,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
40139,江苏/扬州市/宝应县,制造型用户,小型企业,制造型,CHN,江苏,华东,法人代表未实名认证,电气机械和器材制造业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
40147,重庆/重庆/长寿区,,微型企业,,CHN,重庆,,法人代表未实名认证,电气设备批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
40150,河北/石家庄市/辛集市,制造型用户,超大型企业,制造型,CHN,河北,北方,法人代表未实名认证,炼铁,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数高,未办理CA
40158,山西/长治市/郊区,服务型用户,小型企业,服务型,CHN,山西,北方,法人代表未实名认证,建筑工程,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
40160,安徽/马鞍山市/和县,制造型用户,超大型企业,制造型,CHN,安徽,华东,法人代表未实名认证,机械设备,年交付超期率高,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数高,已办理CA
40171,安徽/芜湖市/其他,服务型用户,微型企业,服务型,CHN,安徽,华东,法人代表已实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
40174,,贸易型用户,微型企业,贸易型,CHN,浙江,华东,法人代表未实名认证,其他未列明零售业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
40184,河北/邢台市/沙河市,贸易型用户,微型企业,贸易型,CHN,河北,北方,法人代表未实名认证,其他化工产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
40188,,服务型用户,小型企业,服务型,CHN,浙江,华东,法人代表未实名认证,其他软件开发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
40194,江苏/苏州市/其他,制造型用户,超大型企业,制造型,CHN,江苏,华东,法人代表未实名认证,电子电器,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数高,已办理CA
40195,上海/上海/普陀区,,小型企业,,CHN,上海,,法人代表未实名认证,其他,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
40196,北京/北京/房山区,贸易型用户,微型企业,贸易型,CHN,北京,北方,法人代表未实名认证,商业贸易,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
40221,江苏/无锡市/新区,制造型用户,中型企业,制造型,CHN,江苏,华东,法人代表未实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
40233,,贸易型用户,微型企业,产品代理型,CHN,河北,北方,法人代表未实名认证,机械设备、五金产品及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
40235,湖北/武汉市/其他,贸易型用户,小型企业,产品代理型,CHN,湖北,华中,法人代表未实名认证,仪器仪表,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
40247,安徽/马鞍山市/花山区,服务型用户,小型企业,服务型,CHN,安徽,华东,法人代表未实名认证,文体办公设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
40248,,贸易型用户,微型企业,产品代理型,CHN,山西,北方,法人代表未实名认证,其他综合零售,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
40267,浙江/宁波市/,制造型用户,超大型企业,生产加工型,CHN,浙江,华东,法人代表已实名认证,钢压延加工,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
40277,湖北/武汉市/青山区,服务型用户,小型企业,服务型,CHN,湖北,华中,法人代表未实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
40284,,,微型企业,,CHN,河北,北方,法人代表未实名认证,金属及金属矿批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
40301,,制造型用户,微型企业,生产加工型,CHN,河北,北方,法人代表未实名认证,机械零部件加工,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
40303,江苏/南京市/江宁区,制造型用户,中型企业,制造型,CHN,江苏,华东,法人代表未实名认证,汽车零部件及配件制造,年交付未超期,无pscs质量异议发生,授信超期风险中,工商变更频次高,无法院公告,未办理CA
40322,安徽/马鞍山市/其他,制造型用户,小型企业,制造型,CHN,安徽,华东,法人代表已实名认证,液压动力机械及元件制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
40323,上海/上海/宝山区,贸易型用户,小型企业,贸易型,CHN,上海,华东,法人代表未实名认证,仪器仪表,年交付超期率高,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
40329,,服务型用户,小型企业,服务型,,河南,华中,法人代表未实名认证,其他技术推广服务,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
